tweet,label,sanitized
Fronto App WORKS.EARN FREE MONEY JUST MY SIGNING UP & USING THE CODE: Dizzblvd . Lets make this free paypal cash 💵,0,Fronto App WORKS.EARN FREE MONEY SIGNING & CODE: Dizzblvd . let free papal cash 💵
In my school look cool football �😛 MaMaritza Ramirez,0,school look cool football �😛 MaMaritza Ramirez
Kvñg MánéMáné that mane hit me 😂😂😂😂😂�,0,Kvñg MánéMáné mane hit 😂😂😂😂😂�
Deaf football 😂😂😂Marquis Mozee,0,Deaf football 😂😂😂Marquis Mozee
I wish 😩😩😩,0,wish 😩😩😩
"😲 wooooo, damnnnn",0,"😲 wooooo, damning"
Jonathan wow 😳 they were champions crazy man,0,Jonathan wow 😳 champions crazy man
Monday Motivation #MotivationMonday 😃,0,Monday Motivation #MotivationMonday 😃
I thought so 😊,0,thought 😊
"""Deaf Leopard"". Slow. 😂",0,"""Deaf Leopard"". Slow. 😂"
Ugh. Well I'm crying again. So thanks for that. 😭💔,0,Ugh. crying again. thanks that. 😭💔
The future 😮🤔🤘👌,0,future 😮🤔🤘👌
Awww😪��! That's an amazing part of technology!  Does that take my job away?,0,Awww😪��! amazing technology! job away?
Lauren Michelle Maroney so deaf people get together and celebrate holidays and talk about food and places from the old country? 😂,0,Lauren Michelle Maroney deaf people celebrate holidays talk food places old country? 😂
Glad we made history here folks.^^^^ 😰😂😂,0,Glad history folks.^^^^ 😰😂😂
Issues with the word disability does not stop it from being a disability. For the 10000 time 😉,0,Issues word disability not stop disability. 10000 time 😉
Love this commercial very inspiring! 😊,0,Love commercial inspiring! 😊
Backbone of American Thursdays Sundays and Mondays? I must have missed that memo 😂,0,Backbone American Thursdays Sundays Mondays? missed memo 😂
I HATE CHU JODI 💀,0,HATE CHU JODI 💀
Yes! This is what football should be. Teamwork. Not about fameMaybe then I would watch football 😂,0,Yes! football be. Teamwork. fameMaybe watch football 😂
Maybe they outscored the other teams because they are full grown men. Better do an id check 😀,0,Maybe outscored teams grown men. Better id check 😀
OMG!!!!! 💖💖💖💖💖💖💖💖💖💖💖💖💖💖,0,OMG!!!!! 💖💖💖💖💖💖💖💖💖💖💖💖💖💖
💜💜,0,💜💜
Dope 🔥 JJoshua Reese,0,Dope 🔥 JJoshua Reese
"Oh BEAUTIFUL, BRAVO. I don't need to play the video as I do speak Sign. I'm so touched & shedding a few 😢.",0,"Oh BEAUTIFUL, BRAVO. not need play video speak Sign. touched & shedding 😢."
Colleen Penny 😗😘�,0,Colleen Penny 😗😘�
😭😭😭😭,0,😭😭😭😭
Love it!!!!  You can do anything you put your mind to!!! 😘,0,Love it!!!! mind to!!! 😘
🌟👼👼👼This is wassup,0,🌟👼👼👼This wasps
Why tf did you tag me in this😂,0,tag this😂
It's because people at that school are deaf OR hard of hearing. He may be able to hear a little bit or at least feel. The beat of the bass in his eardrums. They also have dances at CSD too! They face the speakers to the floor and turn up the bass. Clever and super fun 😊,0,people school deaf hard hearing. able hear little bit feel. beat bass eardrums. dances CSD too! face speakers floor turn bass. Clever super fun 😊
Bruce Vang remember when we went against them 😂,0,Bruce Vang remember went 😂
42-0 who tf was dey playing 😂😂😂,0,42-0 dey playing 😂😂😂
😭😭😊,0,😭😭😊
I wuld be proud too 💖�,0,proud 💖�
Cowboys must have not updated their surface 😂😂😂,0,Cowboys not updated surface 😂😂😂
I hate you 😂😂😂,0,hate 😂😂😂
"Yup! That's where Eric & I met also had same in some classes. And I was once a student aide for Reiko in her elementary cottage-dormitory when I was in my Senior year, I think. She's such a good girl like a doll. 😀 wow small world, isn't it? Andddd my daughter's senior as it's her last year in whole of her life at CSD. I'm so proudly of her as  she'll graduating in June. How exciting for everyone! �� Aw Srita, I am so grateful that we met and will meet again soonest when I'm coming and visiting too 💋 stay positive and in touch ilyyyyyyyy",0,"Yup! Eric & met classes. student aide Reiko elementary cottage-dormitory Senior year, think. good girl like doll. 😀 wow small world, not it? Andddd daughter's senior year life CSD. proudly graduating June. exciting everyone! �� Aw Srita, grateful met meet soonest coming visiting 💋 stay positive touch ilyyyyyyyy"
My son attends CSB in Fremont! Great school!!!💯,0,son attends CSB Fremont! Great school!!!💯
Thank God more for us deaf 🙌,0,Thank God deaf 🙌
Why he got headphones on tho 😂,0,got headphones tho 😂
Julio Morales👀,0,Julio Morales👀
🙌�🙌�🙌�,0,🙌�🙌�🙌�
Omg ...😲,0,Omg ...😲
Joy Moran our football team actually talks and we still suck😂😂,0,Joy Moran football team actually talks suck😂😂
"All ads/political post on my feed are now considered a promotion device for my band... With that being said, I invite you to Paradise Inn, Pensacola Beach, FL from 3-7pm Sunday for some Blues, Soul & Rock music with The Paxton Norris Band. Now back to your regular programming 😎🎸🎶�🌴🌴🌴🌴",0,"ads/political post feed considered promotion device band... said, invite Paradise Inn, Pensacola Beach, FL 3-7pm Sunday Blues, Soul & Rock music Paxton Norris Band. regular programming 😎🎸🎶�🌴🌴🌴🌴"
Monserrath Hernandez😂😂,0,Monserrath Hernandez😂😂
Check this outTake Shots Official Video Tri-State Representas: http://youtu.be/-FG3qDFnJ1ILeave a comment share and like if you feel it 💯😎💯,0,Check outTake Shots Official Video Tri-State Representas:
Why arent we friends on this account 😂,0,not friends account 😂
Idk😂😂 never use it,0,Idk😂😂 use
Oh okay 😂,0,Oh okay 😂
"I approach this article with an open mind. However, each of their reasons for switching from Chrome were not powerful enough arguments 😥",0,"approach article open mind. However, reasons switching Chrome not powerful arguments 😥"
😄,0,😄
To jsem prostě ja 😄,0,sem prost ja 😄
Wowwww! 📡💻,0,Wowwww! 📡💻
No resolution. 😙,0,resolution. 😙
And of course Sergio Ramos comes in the last minute 😂😂😂,0,course Sergio Ramos comes minute 😂😂😂
"Microsoft, I just want to say the following. Without any shadow of a doubt, I still do truly LOVE my Nokia/Microsoft Lumia 635 (Virgin Mobile Version). For still using the old device and/or for still using a Windows Phone period, people always make fun of me. However, I DO NOT CARE!!! I thoroughly enjoy my device. I never want to give it up! My biggest fear is that Microsoft will eventually force users to stop using the old device. 😮   I sure pray that does not become the case. The only time I ever want to have to give up my device is if either Boost Mobile and/or Virgin Mobile add more Windows Devices to their lineups.",0,"Microsoft, want following. shadow doubt, truly LOVE Nokia/Microsoft Lumia 635 (Virgin Mobile Version). old device and/or Windows Phone period, people fun me. However, CARE!!! thoroughly enjoy device. want up! biggest fear Microsoft eventually force users stop old device. 😮 sure pray not case. time want device Boost Mobile and/or Virgin Mobile add Windows Devices lineups."
"Boggles my mind, really!😨",0,"Boggles mind, really!😨"
Jeff Fantin I want YOU!  😆,0,Jeff Fantin want YOU! 😆
Have a tried a PC? 😂,0,tried PC? 😂
💩,0,💩
"Dont do it Jeremy, this is a pyramid scheme. He'll get $40 for you joining, he'll tell you to go watch some training videos, he'll say he's gonna help you but he'll never respond again after you join. And most of all, he'll start denying it right now once he reads this and he'll probably send me a dm. ✊�",0,"not Jeremy, pyramid scheme. $40 joining, tell watch training videos, going help respond join. all, start denying right reads probably send dm. ✊�"
Teabag Videos👇�👇�👇�👇�Instagram.com/TheGamerSin,0,Teabag Videos👇�👇�👇�👇�I
Out of the three 4K TVs i own only one of them support HDR unfortunately that's the wife's TV 😢,0,4K TVs support HDR unfortunately wife's TV 😢
I like Xbox just wish Microsoft would stop charging money for every little thing like they don't have enough money!😡,0,like Xbox wish Microsoft stop charging money little thing like not money!😡
Brittney Vondriska 💦💦💦💦💦,0,Brittney Vondriska 💦💦💦💦💦
I7 6800k with a  with 1080 or titan pascal amd a x99 chipset then you are ready for real native 4k boyz like me 😎 i have this xb1 s as well and it is trash,0,I7 6800k 1080 titan pascal amd x99 chipset ready real native 4k boyz like 😎 xb1 s trash
"Can't play games in near 4K , x box guys better stick to mine craft 😂",0,"not play games near 4K , x box guys better stick craft 😂"
In a year and for prob 600$+. *laughs in 4k* but for now have fun watching 4K movies 😂,0,year prob 600$+. *laughs 4k* fun watching 4K movies 😂
4K nice 👽👽👽,0,4K nice 👽👽👽
😕 I'm sticking with old school both with Sony and Microsoft. No real improvement worth the money to throw down on a new system just for a bell and whistle.,0,😕 sticking old school Sony Microsoft. real improvement worth money throw new system bell whistle.
I don't understand why bill gates has never made an ad or mentioned the Xbox nor introduced it..I mean cmon bill you don't have 5 minutes to spare to tell us gamers why we should game on your console?? 😩😩😩��,0,not understand bill gates ad mentioned Xbox introduced it..I mean con bill not 5 minutes spare tell games game console?? 😩😩😩��
I have an actual OLED 4K Tv 😎. I'm still waiting for the next gen console. Xbox One (non S) looks okay to me.,0,actual OLED 4K Tv 😎. waiting gen console. Xbox (non S) looks okay me.
😢,0,😢
😂 literally impossible,0,😂 literally impossible
"Just a ridiculous comment. That can literally be said about anything. Don't buy that 2016 Lexus because you know what happens next year. And don't buy that iPhone 7 plus because next year the 8 comes out and yours ""is going to be obsolete"" 😂",0,"ridiculous comment. literally said anything. not buy 2016 Lexus know happens year. not buy iPhone 7 plus year 8 comes ""is going obsolete"" 😂"
o xbox😂,0,o xbox😂
"Rene Delgado 4.2 Tera flops for $399 is not a bad upgrade at all. I currently run my PS4 Pro at 1080p and a strong 60 FPS, and it's crisp. By no means will it come close to native 4k, or even upscale 4k at 60 FPS, but a GPU setup that runs 4k at all will set you back a pretty penny, especially at that speed. Less expensive setups in SLI are still more expensive than a PS4 pro, and that's just for the GPU hardware and bridge.  The 10 bit coloring is amazing, but still would've  liked to have seen the 12 bit Dolby Vision support instead of just HDR10. Sony is not going bankrupt at all, in fact they have moved the Playstation devision to a standalone company almost a year ago. And Microsoft is by no means the largest PC distributor. Lenovo currently holds that title, followed by Hewlett Packard and Dell. Microsoft actually only distributes 2 PCs, the Surface Pro 4 and the Surface Book so maybe you live on a different planet. They are merely a software company. One thing I do wish my PS4 Pro had that Microsoft did right was the UHD-BD player, especially because when I think of Blu-ray I think of Sony. ✌",0,"Rene Delgado 4.2 Tera flops $399 not bad upgrade all. currently run PS4 Pro 1080p strong 60 FPS, crisp. no means come close native 4k, upscale 4k 60 FPS, GPU setup runs 4k set pretty penny, especially speed. expensive setups SLI expensive PS4 pro, GPU hardware bridge. 10 bit colouring amazing, liked seen 12 bit Dolby Vision support instead HDR10. Sony not going bankrupt all, fact moved Playstation decision standalone company year ago. Microsoft no means largest PC distributor. Lenovo currently holds title, followed Hewlett Packard Dell. Microsoft actually distributes 2 PCs, Surface Pro 4 Surface Book maybe live different planet. merely software company. thing wish PS4 Pro Microsoft right UHD-BD player, especially think Blu-ray think Sony. ✌"
Said the makers of Xbox 😂🔫,0,Said makers Xbox 😂🔫
I would have like this post sooner but i had to pause my blue ray movie on my X box one slim 😑,0,like post sooner pause blue ray movie X box slim 😑
Tim Molnar 😭,0,Tim Molnar 😭
Xbox one rules...Ken Madley u noob 😂,0,Xbox rules...Ken Madley noon 😂
Antonio Brownlee 😉,0,Antonio Brownlee 😉
Jose Pareja John De Leon Brandon Myers Ale O Camacho 😈Please tag wilson lol 😂,0,Jose Pareja John De Leon Brandon Myers Ale O Camacho 😈Please tag wilson lol 😂
Lindsay Greer Lowe 😜,0,Lindsay Greer Lowe 😜
😮😬🤗,0,😮😬🤗
Beautiful 😳. Lol. Ok,0,Beautiful 😳. Lol. Ok
Most beautiful game console 😂😂😂😂😂. Lonely much?,0,beautiful game console 😂😂😂😂😂. Lonely much?
Best looking door stop I've ever 👀 looked at!,0,Best looking door stop 👀 looked at!
Gianna Sahyra Dazza...it would look good next to the PS4 👀,0,Gianna Sahyra Dazza...it look good PS4 👀
I'm a hardcore ps fan. But this Friday I'm buying an xbox one s. I'm sorry Sony i betrayed you 😭,0,hardcore ps fan. Friday buying box s. sorry Sony betrayed 😭
OMg Yesss 💥�👋����🌮🌮🙃🧀🔥🔥👌�👀👀,0,OMg Yesss 💥�👋����🌮🌮🙃🧀🔥🔥👌�👀👀
Robert Wayne read reviews 😌,0,Robert Wayne read reviews 😌
Melissa Prasar late Christmas? 😜,0,Melissa Prasar late Christmas? 😜
It'll go perfect w my decor 👌�,0,perfect w decor 👌�
What you trying to say 😘👊�,0,trying 😘👊�
Microcock😡,0,Microcock😡
"Wish they'd fix their mail service, tired of all the spam mail cluttering up the inbox! Tried everything...flag, move to junk inbox, phishing button, addressed from me to me, STILL they come. Ugh n Ack 😲",0,"Wish fix mail service, tired spam mail cluttering inbox! Tried everything...flag, junk inbox, fishing button, addressed me, come. Ugh n Ack 😲"
And then they crashed the cloud 😂,0,crashed cloud 😂
Hmm what's Linux!? Never heard of it 😂😂,0,Hmm Linux!? heard 😂😂
Bobbi Pierce 😂😂��,0,Bobbi Pierce 😂😂��
"Cleary this is satirical but nope not everyone can tell, it seems..To Bobbi:  Just because group A dominated by ""oppressing"" group B; it doesn't mean it's now okay for group B to now dominate if it means ""oppressing"" group A. 😂😂[Yes, I know you didn't mention oppression but, bringing it back to the real world application, when dealing with how males have dominated for so long it always comes back to the ""oppression"" of females. I'm just staying ahead of where the conversation usually goes.]",0,"Cleary satirical nope not tell, seems..To Bobbi: group dominated ""oppressing"" group B; not mean okay group B dominate means ""oppressing"" group A. 😂😂[Yes, know not mention oppression but, bringing real world application, dealing males dominated long comes ""oppression"" females. staying ahead conversation usually goes.]"
I haven't caught up with 2009 yet !! 😜,0,not caught 2009 !! 😜
What a wonderful look at the future. Hope we're all here to see the leaps. If you have children (especially girls) this is a must read. 💻,0,wonderful look future. Hope leaps. children (especially girls) read. 💻
Since they are all female I would like to ask each and every one of them if they were ok about working there. I would love to be their beck and call guy.😎,0,female like ask ok working there. love beck guy.😎
